ground,season,scorecard_no,countries,runs,overs,innings_x,team1_inn1,team2_inn1,first_inn_lead_of_team1,team1_inn2,team2_inn2,team1_inn1_over,team2_inn1_over,total_day,bat_first,field_first,innings_y,team_no,country_won,won
St,2017/18,Test # 2290,South Africa,309,78.3,1st INNINGS,309,0,241,121,0,78.3,0,2,South Africa,0,1st INNINGS,1,South Africa,1
St,2017/18,Test # 2290,Zimbabwe,68,30.1,1st INNINGS,0,68,-241,0,0,0,30.1,2,South Africa,0,1st INNINGS,2,South Africa,0
Sydney,2017/18,Test # 2291,England,346,112.3,1st INNINGS,346,0,-303,180,0,112.3,0,5,England,0,1st INNINGS,2,Australia,0
Sydney,2017/18,Test # 2291,Australia,649,193,1st INNINGS,0,649,303,0,0,0,193,5,England,0,1st INNINGS,1,Australia,1
"Newlands,",2017/18,Test # 2292,South Africa,286,73.1,1st INNINGS,286,0,77,130,0,73.1,0,4,South Africa,0,1st INNINGS,1,South Africa,1
"Newlands,",2017/18,Test # 2292,India,209,73.4,1st INNINGS,0,209,-77,0,135,0,73.4,4,South Africa,0,1st INNINGS,2,South Africa,0
SuperSport,2017/18,Test # 2293,South Africa,335,113.5,1st INNINGS,335,0,28,258,0,113.5,0,5,South Africa,0,1st INNINGS,1,South Africa,1
SuperSport,2017/18,Test # 2293,India,307,92.1,1st INNINGS,0,307,-28,0,151,0,92.1,5,South Africa,0,1st INNINGS,2,South Africa,0
New,2017/18,Test # 2294,India,187,76.4,1st INNINGS,187,0,-7,247,0,76.4,0,4,India,0,1st INNINGS,2,India,1
New,2017/18,Test # 2294,South Africa,194,65.5,1st INNINGS,0,194,7,0,177,0,65.5,4,India,0,1st INNINGS,1,India,0
Zahur,2017/18,Test # 2295,Bangladesh,513,129.5,1st INNINGS,513,0,-200,307,0,129.5,0,5,Bangladesh,0,1st INNINGS,1,drawn,2
Zahur,2017/18,Test # 2295,Sri Lanka,713,199.3,1st INNINGS,0,713,200,0,0,0,199.3,5,Bangladesh,0,1st INNINGS,2,drawn,2
Shere,2017/18,Test # 2296,Sri Lanka,222,65.3,1st INNINGS,222,0,112,226,0,65.3,0,3,Sri Lanka,0,1st INNINGS,2,Sri Lanka,1
Shere,2017/18,Test # 2296,Bangladesh,110,45.4,1st INNINGS,0,110,-112,0,123,0,45.4,3,Sri Lanka,0,1st INNINGS,1,Sri Lanka,0
"Kingsmead,",2017/18,Test # 2297,Australia,351,110.4,1st INNINGS,351,0,189,227,0,110.4,0,5,Australia,0,1st INNINGS,2,Australia,1
"Kingsmead,",2017/18,Test # 2297,South Africa,162,51.4,1st INNINGS,0,162,-189,0,298,0,51.4,5,Australia,0,1st INNINGS,1,Australia,0
St,2017/18,Test # 2298,Australia,243,71.3,1st INNINGS,243,0,-139,239,0,71.3,0,4,Australia,0,1st INNINGS,2,South Africa,0
St,2017/18,Test # 2298,South Africa,382,118.4,1st INNINGS,0,382,139,0,102,0,118.4,4,Australia,0,1st INNINGS,1,South Africa,1
Eden,2017/18,Test # 2299,England,58,20.4,1st INNINGS,58,0,-369,320,0,20.4,0,5,0,New Zealand,1st INNINGS,2,New Zealand,0
Eden,2017/18,Test # 2299,New Zealand,427,141,1st INNINGS,0,427,369,0,0,0,141,5,0,New Zealand,1st INNINGS,1,New Zealand,1
"Newlands,",2017/18,Test # 2300,South Africa,311,97.5,1st INNINGS,311,0,56,373,0,97.5,0,4,South Africa,0,1st INNINGS,1,South Africa,1
"Newlands,",2017/18,Test # 2300,Australia,255,69.5,1st INNINGS,0,255,-56,0,107,0,69.5,4,South Africa,0,1st INNINGS,2,South Africa,0
Hagley,2017/18,Test # 2301,England,307,96.5,1st INNINGS,307,0,29,352,0,96.5,0,5,0,New Zealand,1st INNINGS,2,drawn,2
Hagley,2017/18,Test # 2301,New Zealand,278,93.3,1st INNINGS,0,278,-29,0,256,0,93.3,5,0,New Zealand,1st INNINGS,1,drawn,2
New,2017/18,Test # 2302,South Africa,488,136.5,1st INNINGS,488,0,267,344,0,136.5,0,5,South Africa,0,1st INNINGS,1,South Africa,1
New,2017/18,Test # 2302,Australia,221,70,1st INNINGS,0,221,-267,0,119,0,70,5,South Africa,0,1st INNINGS,2,South Africa,0
The,2018,Test # 2303,Pakistan,310,96,1st INNINGS,310,0,180,339,0,96,0,5,0,Ireland,1st INNINGS,2,Pakistan,1
The,2018,Test # 2303,Ireland,130,47.2,1st INNINGS,0,130,-180,0,160,0,47.2,5,0,Ireland,1st INNINGS,1,Pakistan,0
"Lord's,",2018,Test # 2304,England,184,58.2,1st INNINGS,184,0,-179,242,0,58.2,0,4,England,0,1st INNINGS,1,Pakistan,0
"Lord's,",2018,Test # 2304,Pakistan,363,114.3,1st INNINGS,0,363,179,0,66,0,114.3,4,England,0,1st INNINGS,2,Pakistan,1
"Headingley,",2018,Test # 2305,Pakistan,174,48.1,1st INNINGS,174,0,-189,134,0,48.1,0,3,Pakistan,0,1st INNINGS,2,England,0
"Headingley,",2018,Test # 2305,England,363,106.2,1st INNINGS,0,363,189,0,0,0,106.2,3,Pakistan,0,1st INNINGS,1,England,1
Queen's,2018,Test # 2306,West Indies,414,154,1st INNINGS,414,0,229,223,0,154,0,5,West Indies,0,1st INNINGS,1,West Indies,1
Queen's,2018,Test # 2306,Sri Lanka,185,55.4,1st INNINGS,0,185,-229,0,226,0,55.4,5,West Indies,0,1st INNINGS,2,West Indies,0
M,2018,Test # 2307,India,474,104.5,1st INNINGS,474,0,365,103,0,104.5,0,2,India,0,1st INNINGS,1,India,1
M,2018,Test # 2307,Afghanistan,109,27.5,1st INNINGS,0,109,-365,0,0,0,27.5,2,India,0,1st INNINGS,2,India,0
Darren,2018,Test # 2308,Sri Lanka,253,79,1st INNINGS,253,0,-47,342,0,79,0,5,Sri Lanka,0,1st INNINGS,2,drawn,2
Darren,2018,Test # 2308,West Indies,300,100.3,1st INNINGS,0,300,47,0,147,0,100.3,5,Sri Lanka,0,1st INNINGS,1,drawn,2
Kensington,2018,Test # 2309,West Indies,204,69.3,1st INNINGS,204,0,50,93,0,69.3,0,4,West Indies,0,1st INNINGS,1,Sri Lanka,0
Kensington,2018,Test # 2309,Sri Lanka,154,59,1st INNINGS,0,154,-50,0,144,0,59,4,West Indies,0,1st INNINGS,2,Sri Lanka,1
Sir,2018,Test # 2310,Bangladesh,43,18.4,1st INNINGS,43,0,-363,144,0,18.4,0,3,0,West Indies,1st INNINGS,2,West Indies,0
Sir,2018,Test # 2310,West Indies,406,137.3,1st INNINGS,0,406,363,0,0,0,137.3,3,0,West Indies,1st INNINGS,1,West Indies,1
Galle,2018,Test # 2311,Sri Lanka,287,78.4,1st INNINGS,287,0,161,190,0,78.4,0,3,Sri Lanka,0,1st INNINGS,1,Sri Lanka,1
Galle,2018,Test # 2311,South Africa,126,54.3,1st INNINGS,0,126,-161,0,73,0,54.3,3,Sri Lanka,0,1st INNINGS,2,Sri Lanka,0
Sabina,2018,Test # 2312,West Indies,354,112,1st INNINGS,354,0,205,129,0,112,0,3,0,Bangladesh,1st INNINGS,1,West Indies,1
Sabina,2018,Test # 2312,Bangladesh,149,46.1,1st INNINGS,0,149,-205,0,168,0,46.1,3,0,Bangladesh,1st INNINGS,2,West Indies,0
Sinhalese,2018,Test # 2313,Sri Lanka,338,104.1,1st INNINGS,338,0,214,275,0,104.1,0,4,Sri Lanka,0,1st INNINGS,1,Sri Lanka,1
Sinhalese,2018,Test # 2313,South Africa,124,34.5,1st INNINGS,0,124,-214,0,290,0,34.5,4,Sri Lanka,0,1st INNINGS,2,Sri Lanka,0
"Edgbaston,",2018,Test # 2314,England,287,89.4,1st INNINGS,287,0,13,180,0,89.4,0,4,England,0,1st INNINGS,1,England,1
"Edgbaston,",2018,Test # 2314,India,274,76,1st INNINGS,0,274,-13,0,162,0,76,4,England,0,1st INNINGS,2,England,0
"Lord's,",2018,Test # 2315,India,107,35.2,1st INNINGS,107,0,-289,130,0,35.2,0,4,0,England,1st INNINGS,2,England,0
"Lord's,",2018,Test # 2315,England,396,88.1,1st INNINGS,0,396,289,0,0,0,88.1,4,0,England,1st INNINGS,1,England,1
Trent,2018,Test # 2316,India,329,94.5,1st INNINGS,329,0,168,352,0,94.5,0,5,0,England,1st INNINGS,2,India,1
Trent,2018,Test # 2316,England,161,38.2,1st INNINGS,0,161,-168,0,317,0,38.2,5,0,England,1st INNINGS,1,India,0
The,2018,Test # 2317,England,246,76.4,1st INNINGS,246,0,-27,271,0,76.4,0,4,England,0,1st INNINGS,1,England,1
The,2018,Test # 2317,India,273,84.5,1st INNINGS,0,273,27,0,184,0,84.5,4,England,0,1st INNINGS,2,England,0
Kennington,2018,Test # 2318,England,332,122,1st INNINGS,332,0,40,423,0,122,0,5,England,0,1st INNINGS,1,England,1
Kennington,2018,Test # 2318,India,292,95,1st INNINGS,0,292,-40,0,345,0,95,5,England,0,1st INNINGS,2,England,0
Saurashtra,2018/19,Test # 2319,India,649,149.5,1st INNINGS,649,0,468,196,0,149.5,0,3,India,0,1st INNINGS,1,India,1
Saurashtra,2018/19,Test # 2319,West Indies,181,48,1st INNINGS,0,181,-468,0,0,0,48,3,India,0,1st INNINGS,2,India,0
Dubai,2018/19,Test # 2320,Pakistan,482,164.2,1st INNINGS,482,0,280,181,0,164.2,0,5,Pakistan,0,1st INNINGS,2,drawn,2
Dubai,2018/19,Test # 2320,Australia,202,83.3,1st INNINGS,0,202,-280,0,362,0,83.3,5,Pakistan,0,1st INNINGS,1,drawn,2
Rajiv,2018/19,Test # 2321,West Indies,311,101.4,1st INNINGS,311,0,-56,127,0,101.4,0,3,West Indies,0,1st INNINGS,2,India,0
Rajiv,2018/19,Test # 2321,India,367,106.4,1st INNINGS,0,367,56,0,75,0,106.4,3,West Indies,0,1st INNINGS,1,India,1
Sheikh,2018/19,Test # 2322,Pakistan,282,81,1st INNINGS,282,0,137,400,0,81,0,4,Pakistan,0,1st INNINGS,2,Pakistan,1
Sheikh,2018/19,Test # 2322,Australia,145,50.4,1st INNINGS,0,145,-137,0,164,0,50.4,4,Pakistan,0,1st INNINGS,1,Pakistan,0
Sylhet,2018/19,Test # 2323,Zimbabwe,282,117.3,1st INNINGS,282,0,139,181,0,117.3,0,4,Zimbabwe,0,1st INNINGS,2,Zimbabwe,1
Sylhet,2018/19,Test # 2323,Bangladesh,143,51,1st INNINGS,0,143,-139,0,169,0,51,4,Zimbabwe,0,1st INNINGS,1,Zimbabwe,0
Galle,2018/19,Test # 2324,England,342,97,1st INNINGS,342,0,139,322,0,97,0,4,England,0,1st INNINGS,2,England,1
Galle,2018/19,Test # 2324,Sri Lanka,203,68,1st INNINGS,0,203,-139,0,250,0,68,4,England,0,1st INNINGS,1,England,0
Shere,2018/19,Test # 2325,Bangladesh,522,160,1st INNINGS,522,0,218,224,0,160,0,5,Bangladesh,0,1st INNINGS,1,Bangladesh,1
Shere,2018/19,Test # 2325,Zimbabwe,304,105.3,1st INNINGS,0,304,-218,0,224,0,105.3,5,Bangladesh,0,1st INNINGS,2,Bangladesh,0
Pallekele,2018/19,Test # 2326,England,290,75.4,1st INNINGS,290,0,-46,346,0,75.4,0,5,England,0,1st INNINGS,2,England,1
Pallekele,2018/19,Test # 2326,Sri Lanka,336,103,1st INNINGS,0,336,46,0,243,0,103,5,England,0,1st INNINGS,1,England,0
Sheikh,2018/19,Test # 2327,New Zealand,153,66.3,1st INNINGS,153,0,-74,249,0,66.3,0,4,New Zealand,0,1st INNINGS,1,New Zealand,1
Sheikh,2018/19,Test # 2327,Pakistan,227,83.2,1st INNINGS,0,227,74,0,171,0,83.2,4,New Zealand,0,1st INNINGS,2,New Zealand,0
Zahur,2018/19,Test # 2328,Bangladesh,324,92.4,1st INNINGS,324,0,78,125,0,92.4,0,3,Bangladesh,0,1st INNINGS,1,Bangladesh,1
Zahur,2018/19,Test # 2328,West Indies,246,64,1st INNINGS,0,246,-78,0,139,0,64,3,Bangladesh,0,1st INNINGS,2,Bangladesh,0
Sinhalese,2018/19,Test # 2329,England,336,92.5,1st INNINGS,336,0,96,230,0,92.5,0,4,England,0,1st INNINGS,2,England,1
Sinhalese,2018/19,Test # 2329,Sri Lanka,240,65.5,1st INNINGS,0,240,-96,0,284,0,65.5,4,England,0,1st INNINGS,1,England,0
Dubai,2018/19,Test # 2330,Pakistan,418,167,1st INNINGS,418,0,328,312,0,167,0,4,Pakistan,0,1st INNINGS,2,Pakistan,1
Dubai,2018/19,Test # 2330,New Zealand,90,35.3,1st INNINGS,0,90,-328,0,0,0,35.3,4,Pakistan,0,1st INNINGS,1,Pakistan,0
Shere,2018/19,Test # 2331,Bangladesh,508,154,1st INNINGS,508,0,397,213,0,154,0,3,Bangladesh,0,1st INNINGS,1,Bangladesh,1
Shere,2018/19,Test # 2331,West Indies,111,36.4,1st INNINGS,0,111,-397,0,0,0,36.4,3,Bangladesh,0,1st INNINGS,2,Bangladesh,0
Sheikh,2018/19,Test # 2332,New Zealand,274,116.1,1st INNINGS,274,0,-74,353,0,116.1,0,5,New Zealand,0,1st INNINGS,1,New Zealand,1
Sheikh,2018/19,Test # 2332,Pakistan,348,135,1st INNINGS,0,348,74,0,156,0,135,5,New Zealand,0,1st INNINGS,2,New Zealand,0
Adelaide,2018/19,Test # 2333,India,250,88,1st INNINGS,250,0,15,307,0,88,0,5,India,0,1st INNINGS,2,India,1
Adelaide,2018/19,Test # 2333,Australia,235,98.4,1st INNINGS,0,235,-15,0,291,0,98.4,5,India,0,1st INNINGS,1,India,0
Perth,2018/19,Test # 2334,Australia,326,108.3,1st INNINGS,326,0,43,243,0,108.3,0,5,Australia,0,1st INNINGS,1,Australia,1
Perth,2018/19,Test # 2334,India,283,105.5,1st INNINGS,0,283,-43,0,140,0,105.5,5,Australia,0,1st INNINGS,2,Australia,0
Basin,2018/19,Test # 2335,Sri Lanka,282,90,1st INNINGS,282,0,-296,287,0,90,0,5,0,New Zealand,1st INNINGS,2,drawn,2
Basin,2018/19,Test # 2335,New Zealand,578,157.3,1st INNINGS,0,578,296,0,0,0,157.3,5,0,New Zealand,1st INNINGS,1,drawn,2
Hagley,2018/19,Test # 2336,New Zealand,178,50,1st INNINGS,178,0,74,585,0,50,0,5,0,Sri Lanka,1st INNINGS,1,New Zealand,1
Hagley,2018/19,Test # 2336,Sri Lanka,104,41,1st INNINGS,0,104,-74,0,236,0,41,5,0,Sri Lanka,1st INNINGS,2,New Zealand,0
Melbourne,2018/19,Test # 2337,India,443,169.4,1st INNINGS,443,0,292,106,0,169.4,0,5,India,0,1st INNINGS,2,India,1
Melbourne,2018/19,Test # 2337,Australia,151,66.5,1st INNINGS,0,151,-292,0,261,0,66.5,5,India,0,1st INNINGS,1,India,0
SuperSport,2018/19,Test # 2338,Pakistan,181,47,1st INNINGS,181,0,-42,190,0,47,0,3,Pakistan,0,1st INNINGS,2,South Africa,0
SuperSport,2018/19,Test # 2338,South Africa,223,60,1st INNINGS,0,223,42,0,151,0,60,3,Pakistan,0,1st INNINGS,1,South Africa,1
Sydney,2018/19,Test # 2339,India,622,167.2,1st INNINGS,622,0,322,0,0,167.2,0,5,India,0,1st INNINGS,2,drawn,2
Sydney,2018/19,Test # 2339,Australia,300,104.5,1st INNINGS,0,300,-322,0,0,0,104.5,5,India,0,1st INNINGS,1,drawn,2
"Newlands,",2018/19,Test # 2340,Pakistan,177,51.1,1st INNINGS,177,0,-254,294,0,51.1,0,4,0,South Africa,1st INNINGS,2,South Africa,0
"Newlands,",2018/19,Test # 2340,South Africa,431,124.1,1st INNINGS,0,431,254,0,43,0,124.1,4,0,South Africa,1st INNINGS,1,South Africa,1
New,2018/19,Test # 2341,South Africa,262,77.4,1st INNINGS,262,0,77,303,0,77.4,0,4,South Africa,0,1st INNINGS,1,South Africa,1
New,2018/19,Test # 2341,Pakistan,185,49.4,1st INNINGS,0,185,-77,0,273,0,49.4,4,South Africa,0,1st INNINGS,2,South Africa,0
Kensington,2018/19,Test # 2342,West Indies,289,101.3,1st INNINGS,289,0,212,415,0,101.3,0,4,West Indies,0,1st INNINGS,1,West Indies,1
Kensington,2018/19,Test # 2342,England,77,30.2,1st INNINGS,0,77,-212,0,246,0,30.2,4,West Indies,0,1st INNINGS,2,West Indies,0
Brisbane,2018/19,Test # 2343,Sri Lanka,144,56.4,1st INNINGS,144,0,-179,139,0,56.4,0,3,Sri Lanka,0,1st INNINGS,2,Australia,0
Brisbane,2018/19,Test # 2343,Australia,323,106.2,1st INNINGS,0,323,179,0,0,0,106.2,3,Sri Lanka,0,1st INNINGS,1,Australia,1
Sir,2018/19,Test # 2344,England,187,61,1st INNINGS,187,0,-119,132,0,61,0,3,0,West Indies,1st INNINGS,2,West Indies,0
Sir,2018/19,Test # 2344,West Indies,306,131,1st INNINGS,0,306,119,0,17,0,131,3,0,West Indies,1st INNINGS,1,West Indies,1
Manuka,2018/19,Test # 2345,Australia,534,132,1st INNINGS,534,0,319,196,0,132,0,4,Australia,0,1st INNINGS,1,Australia,1
Manuka,2018/19,Test # 2345,Sri Lanka,215,68.3,1st INNINGS,0,215,-319,0,149,0,68.3,4,Australia,0,1st INNINGS,2,Australia,0
Darren,2018/19,Test # 2346,England,277,101.5,1st INNINGS,277,0,123,361,0,101.5,0,4,0,West Indies,1st INNINGS,2,England,1
Darren,2018/19,Test # 2346,West Indies,154,47.2,1st INNINGS,0,154,-123,0,252,0,47.2,4,0,West Indies,1st INNINGS,1,England,0
"Kingsmead,",2018/19,Test # 2347,South Africa,235,59.4,1st INNINGS,235,0,44,259,0,59.4,0,4,0,Sri Lanka,1st INNINGS,1,Sri Lanka,0
"Kingsmead,",2018/19,Test # 2347,Sri Lanka,191,59.2,1st INNINGS,0,191,-44,0,304,0,59.2,4,0,Sri Lanka,1st INNINGS,2,Sri Lanka,1
St,2018/19,Test # 2348,South Africa,222,61.2,1st INNINGS,222,0,68,128,0,61.2,0,3,South Africa,0,1st INNINGS,1,Sri Lanka,0
St,2018/19,Test # 2348,Sri Lanka,154,37.4,1st INNINGS,0,154,-68,0,197,0,37.4,3,South Africa,0,1st INNINGS,2,Sri Lanka,1
Seddon,2018/19,Test # 2349,Bangladesh,234,59.2,1st INNINGS,234,0,-481,429,0,59.2,0,4,0,New Zealand,1st INNINGS,2,New Zealand,0
Seddon,2018/19,Test # 2349,New Zealand,715,163,1st INNINGS,0,715,481,0,0,0,163,4,0,New Zealand,1st INNINGS,1,New Zealand,1
Basin,2018/19,Test # 2350,Bangladesh,211,61,1st INNINGS,211,0,-221,209,0,61,0,5,0,New Zealand,1st INNINGS,2,New Zealand,0
Basin,2018/19,Test # 2350,New Zealand,432,84.5,1st INNINGS,0,432,221,0,0,0,84.5,5,0,New Zealand,1st INNINGS,1,New Zealand,1
Rajiv,2018/19,Test # 2351,Ireland,172,60,1st INNINGS,172,0,-142,288,0,60,0,4,Ireland,0,1st INNINGS,2,Afghanistan,0
Rajiv,2018/19,Test # 2351,Afghanistan,314,106.3,1st INNINGS,0,314,142,0,149,0,106.3,4,Ireland,0,1st INNINGS,1,Afghanistan,1
"Lord's,",2019,Test # 2352,England,85,23.4,1st INNINGS,85,0,-122,303,0,23.4,0,3,England,0,1st INNINGS,1,England,1
"Lord's,",2019,Test # 2352,Ireland,207,58.2,1st INNINGS,0,207,122,0,38,0,58.2,3,England,0,1st INNINGS,2,England,0
"Edgbaston,",2019,Test # 2353,Australia,284,80.4,1st INNINGS,284,0,-90,487,0,80.4,0,5,Australia,0,1st INNINGS,2,Australia,1
"Edgbaston,",2019,Test # 2353,England,374,135.5,1st INNINGS,0,374,90,0,146,0,135.5,5,Australia,0,1st INNINGS,1,Australia,0
Galle,2019,Test # 2354,New Zealand,249,83.2,1st INNINGS,249,0,-18,285,0,83.2,0,5,New Zealand,0,1st INNINGS,2,Sri Lanka,0
Galle,2019,Test # 2354,Sri Lanka,267,93.2,1st INNINGS,0,267,18,0,268,0,93.2,5,New Zealand,0,1st INNINGS,1,Sri Lanka,1
"Lord's,",2019,Test # 2355,England,258,77.1,1st INNINGS,258,0,8,258,0,77.1,0,5,0,Australia,1st INNINGS,1,drawn,2
"Lord's,",2019,Test # 2355,Australia,250,94.3,1st INNINGS,0,250,-8,0,154,0,94.3,5,0,Australia,1st INNINGS,2,drawn,2
P,2019,Test # 2356,Sri Lanka,244,90.2,1st INNINGS,244,0,-187,122,0,90.2,0,5,Sri Lanka,0,1st INNINGS,1,New Zealand,0
P,2019,Test # 2356,New Zealand,431,115,1st INNINGS,0,431,187,0,0,0,115,5,Sri Lanka,0,1st INNINGS,2,New Zealand,1
"Headingley,",2019,Test # 2357,Australia,179,52.1,1st INNINGS,179,0,112,246,0,52.1,0,4,0,England,1st INNINGS,2,England,0
"Headingley,",2019,Test # 2357,England,67,27.5,1st INNINGS,0,67,-112,0,362,0,27.5,4,0,England,1st INNINGS,1,England,1
Sir,2019,Test # 2358,India,297,96.4,1st INNINGS,297,0,75,343,0,96.4,0,4,0,West Indies,1st INNINGS,2,India,1
Sir,2019,Test # 2358,West Indies,222,74.2,1st INNINGS,0,222,-75,0,100,0,74.2,4,0,West Indies,1st INNINGS,1,India,0
Sabina,2019,Test # 2359,India,416,140.1,1st INNINGS,416,0,299,168,0,140.1,0,4,0,West Indies,1st INNINGS,2,India,1
Sabina,2019,Test # 2359,West Indies,117,47.1,1st INNINGS,0,117,-299,0,210,0,47.1,4,0,West Indies,1st INNINGS,1,India,0
Old,2019,Test # 2360,Australia,497,126,1st INNINGS,497,0,196,186,0,126,0,5,Australia,0,1st INNINGS,2,Australia,1
Old,2019,Test # 2360,England,301,107,1st INNINGS,0,301,-196,0,197,0,107,5,Australia,0,1st INNINGS,1,Australia,0
Zahur,2019,Test # 2361,Afghanistan,342,117,1st INNINGS,342,0,137,260,0,117,0,5,Afghanistan,0,1st INNINGS,2,Afghanistan,1
Zahur,2019,Test # 2361,Bangladesh,205,70.5,1st INNINGS,0,205,-137,0,173,0,70.5,5,Afghanistan,0,1st INNINGS,1,Afghanistan,0
Kennington,2019,Test # 2362,England,294,87.1,1st INNINGS,294,0,69,329,0,87.1,0,4,0,Australia,1st INNINGS,1,England,1
Kennington,2019,Test # 2362,Australia,225,68.5,1st INNINGS,0,225,-69,0,263,0,68.5,4,0,Australia,1st INNINGS,2,England,0
Dr.,2019/20,Test # 2363,India,502,136,1st INNINGS,502,0,71,323,0,136,0,5,India,0,1st INNINGS,1,India,1
Dr.,2019/20,Test # 2363,South Africa,431,131.2,1st INNINGS,0,431,-71,0,191,0,131.2,5,India,0,1st INNINGS,2,India,0
Maharashtra,2019/20,Test # 2364,India,601,156.3,1st INNINGS,601,0,326,189,0,156.3,0,4,India,0,1st INNINGS,1,India,1
Maharashtra,2019/20,Test # 2364,South Africa,275,105.4,1st INNINGS,0,275,-326,0,0,0,105.4,4,India,0,1st INNINGS,2,India,0
JSCA,2019/20,Test # 2365,India,497,116.3,1st INNINGS,497,0,335,133,0,116.3,0,4,India,0,1st INNINGS,1,India,1
JSCA,2019/20,Test # 2365,South Africa,162,56.2,1st INNINGS,0,162,-335,0,0,0,56.2,4,India,0,1st INNINGS,2,India,0
Holkar,2019/20,Test # 2366,Bangladesh,150,58.3,1st INNINGS,150,0,-343,213,0,58.3,0,3,Bangladesh,0,1st INNINGS,2,India,0
Holkar,2019/20,Test # 2366,India,493,114,1st INNINGS,0,493,343,0,0,0,114,3,Bangladesh,0,1st INNINGS,1,India,1
Bay,2019/20,Test # 2367,England,353,124,1st INNINGS,353,0,-262,197,0,124,0,5,England,0,1st INNINGS,2,New Zealand,0
Bay,2019/20,Test # 2367,New Zealand,615,201,1st INNINGS,0,615,262,0,0,0,201,5,England,0,1st INNINGS,1,New Zealand,1
Brisbane,2019/20,Test # 2368,Pakistan,240,86.2,1st INNINGS,240,0,-340,335,0,86.2,0,4,Pakistan,0,1st INNINGS,2,Australia,0
Brisbane,2019/20,Test # 2368,Australia,580,157.4,1st INNINGS,0,580,340,0,0,0,157.4,4,Pakistan,0,1st INNINGS,1,Australia,1
Eden,2019/20,Test # 2369,Bangladesh,106,30.3,1st INNINGS,106,0,-241,195,0,30.3,0,3,Bangladesh,0,1st INNINGS,2,India,0
Eden,2019/20,Test # 2369,India,347,89.4,1st INNINGS,0,347,241,0,0,0,89.4,3,Bangladesh,0,1st INNINGS,1,India,1
Bharat,2019/20,Test # 2370,Afghanistan,187,68.3,1st INNINGS,187,0,-90,120,0,68.3,0,3,0,West Indies,1st INNINGS,1,West Indies,0
Bharat,2019/20,Test # 2370,West Indies,277,83.3,1st INNINGS,0,277,90,0,33,0,83.3,3,0,West Indies,1st INNINGS,2,West Indies,1
Seddon,2019/20,Test # 2371,New Zealand,375,129.1,1st INNINGS,375,0,-101,241,0,129.1,0,5,0,England,1st INNINGS,1,drawn,2
Seddon,2019/20,Test # 2371,England,476,162.5,1st INNINGS,0,476,101,0,0,0,162.5,5,0,England,1st INNINGS,2,drawn,2
Adelaide,2019/20,Test # 2372,Australia,589,127,1st INNINGS,589,0,287,239,0,127,0,4,Australia,0,1st INNINGS,1,Australia,1
Adelaide,2019/20,Test # 2372,Pakistan,302,94.4,1st INNINGS,0,302,-287,0,0,0,94.4,4,Australia,0,1st INNINGS,2,Australia,0
Rawalpindi,2019/20,Test # 2373,Sri Lanka,308,97,1st INNINGS,308,0,56,0,0,97,0,5,Sri Lanka,0,1st INNINGS,2,drawn,2
Rawalpindi,2019/20,Test # 2373,Pakistan,252,70,1st INNINGS,0,252,-56,0,0,0,70,5,Sri Lanka,0,1st INNINGS,1,drawn,2
Perth,2019/20,Test # 2374,Australia,416,146.2,1st INNINGS,416,0,250,217,0,146.2,0,4,Australia,0,1st INNINGS,1,Australia,1
Perth,2019/20,Test # 2374,New Zealand,166,55.2,1st INNINGS,0,166,-250,0,171,0,55.2,4,Australia,0,1st INNINGS,2,Australia,0
National,2019/20,Test # 2375,Pakistan,191,59.3,1st INNINGS,191,0,-80,555,0,59.3,0,5,Pakistan,0,1st INNINGS,1,Pakistan,1
National,2019/20,Test # 2375,Sri Lanka,271,85.5,1st INNINGS,0,271,80,0,212,0,85.5,5,Pakistan,0,1st INNINGS,2,Pakistan,0
Melbourne,2019/20,Test # 2376,Australia,467,155.1,1st INNINGS,467,0,319,168,0,155.1,0,4,0,New Zealand,1st INNINGS,1,Australia,1
Melbourne,2019/20,Test # 2376,New Zealand,148,54.5,1st INNINGS,0,148,-319,0,240,0,54.5,4,0,New Zealand,1st INNINGS,2,Australia,0
SuperSport,2019/20,Test # 2377,South Africa,284,84.3,1st INNINGS,284,0,103,272,0,84.3,0,4,0,England,1st INNINGS,1,South Africa,1
SuperSport,2019/20,Test # 2377,England,181,53.2,1st INNINGS,0,181,-103,0,268,0,53.2,4,0,England,1st INNINGS,2,South Africa,0
Sydney,2019/20,Test # 2378,Australia,454,150.1,1st INNINGS,454,0,198,217,0,150.1,0,4,Australia,0,1st INNINGS,1,Australia,1
Sydney,2019/20,Test # 2378,New Zealand,256,95.4,1st INNINGS,0,256,-198,0,136,0,95.4,4,Australia,0,1st INNINGS,2,Australia,0
"Newlands,",2019/20,Test # 2379,England,269,91.5,1st INNINGS,269,0,46,391,0,91.5,0,5,England,0,1st INNINGS,2,England,1
"Newlands,",2019/20,Test # 2379,South Africa,223,89,1st INNINGS,0,223,-46,0,248,0,89,5,England,0,1st INNINGS,1,England,0
St,2019/20,Test # 2380,England,499,152,1st INNINGS,499,0,290,237,0,152,0,5,England,0,1st INNINGS,2,England,1
St,2019/20,Test # 2380,South Africa,209,86.4,1st INNINGS,0,209,-290,0,0,0,86.4,5,England,0,1st INNINGS,1,England,0
Harare,2019/20,Test # 2381,Zimbabwe,358,148,1st INNINGS,358,0,-157,170,0,148,0,5,Zimbabwe,0,1st INNINGS,1,Sri Lanka,0
